col1,col2,col3,col4,col5,col6,col7,col8,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
0.066,3.149,2.828,3.9,2515.6,2.862,0.32,0.843,1.025,12.126,0.017,0.423,,1.045,0.015,0.624,2.596,3.478,0.078
0.407,1.045,0.437,0.954,1383.1,0.009,0.123,0,0.489,2671.415,3.754,1.02,,0.277,0.897,0.015,0,0.705,1.785
0.508,0.092,0.454,0.248,3012.2,0.6,1.472,0.077,0.009,1944.449,3.281,0.139,,1.318,0.022,1.559,0.003,2.307,0.22
48.062,4.088,0.283,2.74,13.9,1.87,0.485,0.018,0.847,704.272,3.471,0.036,,0.836,0.149,2.338,0.003,0.131,0.502
0.149,2.848,1.689,0.322,1591.5,0.036,0.261,0.031,0.215,46.789,6.72,0.001,,2.219,2.455,0.265,4.361,0.583,0.825
0.194,0.107,0.024,0.711,1.8,0.009,0.663,1.071,0.516,197.976,0.061,0.321,,0.299,0.078,0.158,1.505,0.013,0.232
0,0.659,0.077,0.372,740.7,0.777,1.813,0.248,1.234,8.67,0.004,0.04,,0.005,0.448,0.845,0.546,0.954,0.398
0.022,0.487,0.584,0.858,2371.6,1.868,7.064,1.459,1.125,0.022,0.587,1.559,,0.083,2.053,3.325,0.968,2.473,0.252
1.141,0.313,0.405,6.647,447.9,0.002,0.178,2.074,0,634.51,0.012,1.294,,0.001,0.925,0.048,0.659,0.552,3.605
0.022,0.845,0.418,0.028,2316.8,0.009,0.213,0.142,0.194,1472.474,0.311,0.481,,0.78,0.224,2.574,0.052,2.585,2.158
0.015,4.277,0.521,0.506,3251.8,1.707,0.919,0.778,0,188.603,0.036,0.044,,0.313,0.667,2.45,2.432,4.546,0
4.446,0.596,6.381,0.011,680.9,0.038,0.001,0.347,0.303,1133.641,0.004,2.623,,3.477,0.099,0.102,1.113,0.875,2.602
0.001,0.431,0.146,0.906,555.5,0.875,0.953,11.6,0.023,1297.847,0.009,0.233,,0.608,0.47,0.039,0.003,0.698,0.458
0.134,1.538,2.822,0.007,1684.3,0.589,3.348,1.48,0.322,52.357,0.006,0.405,,0.005,0.484,1.801,0.027,2.181,0.448
4.743,0.033,4.025,0.756,1252.1,1.184,0.003,1.059,0,367.391,0.704,0.306,,0.556,0.841,1.415,4.609,1.139,2.387
0.008,0.118,0.012,1.714,8870.8,0.896,0.825,0.178,0.029,50.516,5.552,0.499,,0.027,1.372,0.807,1.017,7.883,0.042
0,1.296,0.001,2.024,1772.5,1.426,0.025,0.038,0.011,4306.126,0.039,0.008,,0.912,1.263,0.202,0.029,2.202,0.56
0.164,2.409,1.98,0.617,3313.6,0.727,0.711,2.014,0.581,394.019,8.835,0.659,,0.103,3.758,2.453,1.345,1.707,0.048
0.064,3.428,0.3,2.493,37.4,0.053,4.519,0.528,0.585,973.309,2.067,0.026,,0.016,0.316,0.074,0.135,0.369,3.066
1.094,21.495,0.006,0,2822.4,1.153,2.129,0.248,0.449,41.683,30.573,1.001,,1.541,2.832,0.026,0.408,0.213,0.001
0.159,1.642,0.114,1.932,397.9,0.334,0.659,0.782,2.747,2226.458,2.811,0.576,,0.721,0.04,2.692,0,0.078,0.369
0.394,0.03,1.1,0.18,1299.8,0.021,2.462,1.339,2.361,68.298,0.748,0.371,,0.002,4.439,0.677,0.003,1.177,0.005
2.639,1.871,0.117,0.315,155,0,0.415,0.58,9.373,1379.063,2.373,2.861,,0.249,0.025,0.125,0.777,0.002,0.241
0.004,0.08,0.017,0.02,2636,0.297,1.494,0.527,0.103,69.307,2.866,0.285,,0.165,0.913,3.003,0.099,2.02,0.855
0.35,0.23,0.111,0.535,368,0.068,1.11,0.165,0.676,121.739,0.015,0.053,,0,1.408,0.017,1.77,0.445,0.636
0,0.096,2.765,0.061,1766.1,0.67,0.461,0.175,0.747,7.087,2.115,0.419,,0.076,0.071,0.047,0.002,1.311,0.208
0.293,0.454,0.266,1.66,4982.5,0.058,0.413,0.187,2.527,3.141,6.635,1.023,,1.044,1.652,0.392,1.436,3.564,1.525
0,0.016,0.109,0.149,309.3,1.138,3.823,0.712,0.38,11.736,0.149,6.127,,1.11,0.622,0.065,0.01,0.29,0.425
2.798,0.489,1.873,0.134,600.5,0.786,0.393,0.017,0.063,161.694,0.007,1.449,,0.701,0.454,0.343,0.036,0.761,1.328
0.015,0.339,0.397,0.019,466.9,1.251,0.31,1.202,4.057,1448.614,0.011,0.579,,0.01,3.387,0.434,1.248,0.579,5.153
0.002,0.035,0.16,0.294,5617.8,0.077,5.105,2.262,0.072,427.883,5.181,0.696,,0.399,0.018,0.114,0,4.525,2.187
0,0.748,0.13,1.427,1263.9,1.376,0.003,0.649,3.242,0.934,0.062,0.003,,0.011,0.109,0.859,0.056,1.514,0.431
0.482,0.616,1.742,0.259,283.2,0.24,1.175,0.002,3.723,607.326,0.043,0.564,,1.847,0.375,0.229,0.854,0.449,0.114
0.362,0.557,0.446,0.231,3716,1.024,0.003,0.45,0.297,277.019,5.604,6.391,,0.449,2.584,0.33,3.145,2.535,0.993
0.005,1.785,0.003,0.793,1778.8,0.794,0.02,0.385,0.214,170.456,5.526,1.43,,0.155,1.275,0.901,1.073,0.83,5.179
5.107,1.804,0.104,0.139,419.6,0.104,0.018,1.664,1.125,5.738,3.047,1.009,,0.002,0.531,0.603,0.011,0.079,0.325
0.108,0.038,4.865,3.073,155.4,0.884,0.411,1.773,0.5,411.031,0.033,0.407,,0,0.078,1.354,0.043,0.165,1.716
0.436,0.33,0.046,1.752,7128.2,5.128,5.097,0.308,0.037,884.555,8.291,0.051,,0.988,0.351,0.257,0.068,5.345,0.001
0.501,5.777,0.049,0.033,234.2,1.263,0.103,0.387,1.309,103.398,2.752,1.12,,3.083,1.022,0.443,0.072,1.003,1.203
7.225,0.177,2.232,2.803,121.9,0.039,2.174,0.005,3.923,2074.705,0.003,1.963,,0.373,1.966,0.527,0,0.174,0.005
0.004,3.278,0.478,0.008,287.1,0.084,0.05,0.025,0.07,2615.174,1.203,0.198,,1.792,0.442,0.012,2.011,0.831,1.544
0.01,13.338,1.522,0.472,4133.8,0.642,2.226,4.224,4.156,445.724,24.884,0.327,,0.211,0.479,0.001,1.878,1.028,0.565
0.04,0.071,0.205,0.441,1322.7,0.356,4.302,0.754,0.007,195.005,0.63,3.339,,0.126,0.462,0.046,1.215,1.244,0.228
0.367,5.741,3.427,0.118,4193,3.028,0.296,3.891,1.779,33.509,0.067,4.806,,0.343,0.958,0.916,2.72,5.915,7.705
1.523,4.502,0.907,0.524,2067.9,0.659,1.034,2.704,1.407,7.015,0.317,0.721,,0.576,0.726,0.167,0.005,3.276,1.457
0.707,3.128,0,0.013,3332.8,0.004,0.306,1.009,0.12,1037.702,10.021,7.929,,0.43,0.027,1.552,1.384,1.59,2.153
0.138,0.001,4.265,0.247,70.6,0.003,0.264,1.948,0.553,71.725,0.047,1.555,,0.004,0.646,0.601,0.876,0.062,0.737
0,12.76,0.001,0.412,4580,0.22,0.06,3.652,0,67.866,25.141,0.022,,0.065,0.903,1.232,0.396,1.277,0.014
4.298,0.028,3.917,7.297,139.5,0.966,4.763,2.379,0.436,1987.481,0.035,0.244,,0.713,3.078,0.54,0.2,0.145,0.181
29.925,2.709,1.496,0.005,345.9,0.11,0.008,0.111,3.142,3953.983,3.825,4.541,,0.028,0.17,1.72,4.216,0.024,0.085
5.399,7.254,1.832,1.802,3449.6,1.18,2.136,4.482,0.763,2343.333,15.983,0.1,,0.061,0.466,0.431,0.391,1.156,0.099
0.015,5.793,0.018,0.119,233.1,1.723,1.026,0.669,0.09,609.149,2.764,2.098,,0.388,1.003,0.003,0.527,1.003,1.393
0.045,0.005,0.334,0.063,87.8,0.25,0.105,0.076,1.213,90.329,0.042,1.387,,0.927,0.012,0.012,0.802,0.083,0.854
0.001,0.311,0.025,0.267,686.4,0.935,2.072,1.107,1.011,264.335,1.496,0.551,,0.519,0.662,0.004,3.136,0.396,0.036
5.436,0.018,0.243,1.67,124.6,0.216,1.466,2.248,0.076,447.551,0.039,0.471,,0.747,0.872,0.032,3.004,0.126,3.098
0.137,2.579,0.81,3.283,2134.7,3.789,3.163,1.508,0.21,3.214,0.009,0.247,,0.01,0.821,1.903,0.139,2.928,0.032
0.121,0.529,0.019,1.069,1073.1,1.894,0.203,1.22,1.317,962.921,2.421,0.034,,0.002,0.617,1.778,1.111,0.608,0.326
0,0.209,0.307,1.136,351.1,0.532,0.742,0.762,1.98,475.638,0.017,0.009,,0.783,0.012,0.072,0.073,0.421,0.337
0,0.073,0.028,6.45,966.1,0.804,8.688,0.835,0.624,485.589,1.235,2.593,,0.392,0,0.032,0.616,0.701,0.572
0.139,0.006,0.001,4.952,10069.2,1.187,0.357,0.828,0.508,573.623,8.393,0.002,,1.85,0.863,0.363,0.611,8.341,6.058
0.001,22.84,0.93,2.789,2043.7,0.866,0,0.406,1.188,111.363,29.489,5.348,,0.154,2.42,0.017,0.052,0.04,1.606
0,0.005,0.87,0.34,4497.5,0.421,0.517,0.277,0,381.333,3.808,0,,0.011,1.233,0.739,0.032,3.71,0.247
1.417,4.009,0.424,0.499,1206.1,1.288,0.249,0.002,2.043,1951.252,0.581,0.726,,0.003,0.001,1.692,0.224,2.164,1.238
0.232,4.109,0.387,2.128,3146.6,2.669,0.753,2.763,3.892,1385.237,0.033,0.34,,0.392,0.511,1.166,0.122,4.392,0.774
0,1.945,0.007,0.509,2.1,2.668,2.547,0.23,2.113,121.047,1.373,0.385,,0.605,0.017,0.748,0.224,0.134,2.045
0.086,0.32,0.057,1.227,5450.8,0.225,0.995,0.055,0.058,500.653,6.623,0.033,,0.743,2.875,2.302,0.09,4.027,0.25
1.47,0.001,0.267,1.306,77.8,0.662,1.225,0.556,0.013,0.114,0.047,0.462,,4.125,0.8,0.673,0.197,0.07,0.075
0.013,5.871,1.421,0.461,1837.1,0.142,2.155,2.388,0.079,472.915,10.992,0.545,,0.72,0.271,0.683,0.161,0.46,1.182
0.008,1.016,0.063,2.999,2625,0.053,0.001,0.101,1.063,53.921,5.387,0.035,,0.235,0.009,0.716,0.715,1.562,0.123
9.132,1.542,0.043,0.012,498.9,0.201,0.025,0.347,0.124,491.691,0.203,1.056,,0.095,0.005,2.021,1.309,0.875,0.233
0.51,1.613,0.181,0,603.1,0.575,0.01,1.736,1.677,465.897,3.228,1.897,,0.356,0.776,0.085,0.991,0.173,1.678
0.001,3.78,9.261,5.939,165.9,0.864,0.158,3.078,2.877,1650.886,4.218,3.112,,1.75,2.135,2.708,0.221,0.006,0.002
3.797,0.55,0.401,2.549,1188.5,0.59,0.303,0.587,0.892,38.88,0.107,0.306,,1.46,1.241,0.647,0.298,1.371,0.436
0.001,1.17,6.171,2.046,383.2,1.084,2.471,0.183,0.012,854.917,2.227,2.099,,2.365,1.582,2.124,0.596,0.1,0.948
1.665,4.121,1.464,0,3696.9,0.047,2.845,1.453,0,637.731,12.106,0.113,,1.464,1.477,0.206,0.072,1.663,0.008
0.037,0.81,0.426,0.04,589.1,0.25,2.246,2.652,0.007,378.922,0.01,0.002,,0.799,0.048,1.027,0.504,0.832,1.613
0.009,1.042,0.112,0.005,273.3,0.96,0.139,0.555,0.522,360.947,0.178,0.026,,0.997,2.598,0.205,0.001,0.513,0.376
29.738,3.403,0.178,2.486,169.2,0,1.046,0.057,0.349,1059.372,1.531,0.052,,0.463,0.06,0.03,0.034,0.649,1.265
0.134,1.067,4.02,3.206,2053.5,2.888,0.1,0.504,0,123.795,0.144,2.072,,3.677,0.003,0.098,0.024,2.41,0.282
0,0.766,0.467,2.596,821.3,0.031,0.285,0.021,5.636,538.955,0.002,0.012,,0.075,0.001,0.607,0.309,1.068,0.014
0.002,4.053,0.197,0.583,939.3,0.885,0.521,1.137,1.88,459.583,0.786,0.166,,2.163,4.4,0.005,0.058,1.837,0.012
0.002,0.272,0.081,0.412,1187.8,0.308,2.418,1.071,1.445,167.487,0.268,0,,0.83,0.6,0.268,0.259,1.253,0.289
1.469,0.221,5.96,6.044,2255.2,0.589,0.002,0.678,3.944,8.516,3.054,2.857,,0.702,0.244,0.206,0.706,1.603,0.002
1.592,0.073,1.053,1.565,204.8,0.202,0.044,1.568,1.667,42.833,0.029,2.693,,0.12,1.974,0.005,0.18,0.228,0.025
0.028,0.588,0.169,0.014,1175.8,0.106,0.049,0.595,0.001,2.525,2.668,0.001,,6.048,0.021,1.33,0.19,0.664,0.391
29.071,0.034,0.695,0.44,16.7,4.836,3.383,0.42,3.726,4.978,0.002,0.195,,0.397,1.482,0.282,1.624,0.026,0.07
0.682,1.401,0.017,0.121,1001.8,0.962,0.788,1.006,5.727,45.486,0.019,0.329,,1.148,0.748,2.388,0.226,1.42,0.713
0.103,2.347,0.212,0.721,1355.4,1.022,1.025,0.004,0.966,0.002,0.087,0.454,,2.213,4.872,1.751,1.675,2.023,0.229
0.026,2.558,0.152,0.088,2101.1,1.398,9.281,1.132,0.08,1173.002,0.01,3.883,,2.107,0.077,0.001,0,2.887,0.61
0.001,1.319,0.004,0.306,2103,4.134,0.38,0.342,2.365,397.284,0.086,0.371,,0.335,0.768,0.004,0.079,2.544,0.004
1.268,2.004,0.033,0.442,5.9,1.551,3.273,0,1.141,1273.007,1.352,0.603,,0.051,0.281,5.8,0.069,0.159,1.219
0.084,1.451,0.042,0.705,871.2,3.812,3.496,0.023,3.846,123.687,0.046,0.51,,0.628,0.25,0.009,0.014,1.288,1.336
0.203,0.081,1.81,2.137,1502.6,0.393,0.497,0.01,0.311,18.978,1.798,1.388,,2.462,2.849,0.002,0.021,1.116,0.149
0.067,0.87,0.066,0.017,440.7,0.982,1.231,0.924,0.102,605.295,0.048,2.827,,2.509,1.173,0.596,0.438,0.68,0.257
0.001,6.417,1.073,3.362,160.5,2.315,6.976,2.159,0.01,25.141,3.406,0.142,,0.12,0.007,0.808,0.006,0.913,0.222
1.144,0.11,2.545,0.732,6123.8,2.269,0.209,2.778,0.002,434.92,6.221,0.371,,2.282,1.973,1.306,0.451,4.794,0.017
39.063,3.32,0.054,3.78,96.5,0.244,1.524,2.243,1.291,569.316,1.709,0,,0.314,1.085,0.347,0.026,0.501,0.038
0.02,1.743,0.033,1.936,835.6,0.377,0.012,0.217,1.898,26.47,0.111,0.001,,0.803,4.427,3.01,0.125,1.309,0.488
5.069,1.484,1.57,0.725,1343.2,0.381,0.57,0.188,0.1,2003.118,0.001,0.426,,3.969,1.578,0.035,0.596,1.808,0.117
0.421,4.46,2.68,0.988,1714.1,0.063,2.186,0.015,0.378,346.439,9.022,0.133,,0.01,0.838,1.121,0.413,0.502,2.085
0.216,3.124,0.216,2.152,2002.4,0.909,0.136,0.104,0.17,21.73,7.831,0.145,,0.344,0.604,0.37,0,0.784,0.757
40.093,2.641,0.361,0.048,150,0.175,0.03,0.208,4.919,149.654,1.141,1.614,,0.199,0.16,0.643,0.706,0.536,0.029
1.404,1.9,0.915,0.008,325.2,0.567,1.591,0.476,0.01,80.334,0.476,9.581,,1.756,0.583,1.095,0.003,0.71,0.044
0,0.007,2.108,0.01,234,0.031,0,0.058,0.457,36.693,0.128,0.97,,0.768,0.146,0.106,0.153,0.214,0.483
0.074,0.8,0.086,1.509,1568.6,1.515,0.009,0.164,0.647,119.976,0.115,0.12,,2.802,0.665,0.519,0.402,1.836,0.731
0.072,2.675,0.137,0.311,5403,0.82,0.035,0.24,3.208,588.464,12.21,0.119,,0.115,0.052,0.555,0.074,3.059,5.874
0.549,0.264,1.148,2.499,1860.3,0.007,0.147,0.008,2.588,532.636,2.763,1.222,,0.079,1.762,2.771,1.741,1.277,0.002
0.092,3.482,0.174,0.157,2719.9,5.353,2.675,0.052,0.017,1033.066,0.023,0.347,,1.716,4.888,0.381,0.118,3.779,0.326
2.351,1.045,3.539,1.84,1034.6,0.624,0.114,4.46,0.595,84.676,0,0.56,,0.201,5.089,1.924,0.02,1.367,14.187
1.072,1.074,0.181,1.546,3051.1,0.3,0.127,0.215,0.518,1323.866,6.043,9.683,,0.045,0.85,1.933,1.749,1.847,0.72
0,2.356,3.631,0.008,1292.5,0.798,0.16,0.481,0.32,68.832,5.515,0.068,,0,1.429,0.025,0,0.469,1.923
0.053,1.977,0.971,0.113,238,0.22,1.71,0.551,3.002,1458.879,2.747,3.001,,0.033,3.132,4.87,0.493,0.014,0.048
0.02,6.322,4.72,0.084,2.9,0.77,0.356,0.062,0.024,46.887,4.995,0.469,,0.569,0.187,2.318,3.883,0.286,3.174
0.007,0.299,4.08,2.039,3519.1,1.841,0.398,0.257,1.269,273.352,4.612,2.318,,2.943,0.884,0.423,1.42,2.532,1.528
0,0.257,0.854,1.891,178.6,0.159,7.882,0.06,0,481.838,0.669,2.032,,3.245,1.974,0.49,0.005,0.072,0.235
0.242,0.331,0.158,1.654,35.6,0.707,2.292,0.681,0.094,16.065,0.11,0.002,,0.582,0.737,0.82,0.208,0.094,0.153
2.261,3.855,0.054,0.39,2611.9,1.273,0.024,1.04,0.34,1362.848,9.91,0.182,,2.049,0,4.329,3.606,1.049,0.064
0,0.541,0.188,5.189,3356.2,0.286,0.442,0.581,0.212,1791.501,5.166,1.072,,5.5,0.569,2.301,0.482,2.271,0.09
9.008,2.136,0.717,1.025,96.6,2.318,4.292,1.484,0.164,1131.962,0.988,0.293,,0.71,0.465,0.866,0.004,0.39,0.47
0.623,1.019,0.01,0.126,5115.7,1.557,1.358,1.196,0.944,3543.385,8.376,0.003,,0.236,0.83,1.371,0.037,3.375,0.22
0.343,0.897,2.66,0.019,2252.9,0.942,0.467,2.797,0.286,4320.281,0.265,0.086,,0.032,3.035,3.138,2.13,2.543,0.96
0.044,1.764,0.013,0.328,637.9,2.915,0.953,3.261,2.066,0.157,3.486,0.083,,1.129,4.947,0.855,0.024,0.179,1.519
2.502,1.089,4.034,0.398,1731.4,0.137,0.53,0.081,0.04,31.968,4.328,1.641,,0.507,0.828,1.66,0.068,0.927,0.477
3.778,0.517,1.255,0.001,992.4,0.467,1.087,0.53,3.817,2503.317,2.29,0.019,,2.093,2.5,1.06,0.197,0.556,0.017
0.702,0.372,0.007,0.402,2449.4,1.71,1.764,0.836,0.092,23.917,3.709,0.787,,0.716,0.049,0.025,0.646,1.668,0.029
0.12,0.153,1.85,3.56,296.9,0.865,0.489,0.945,0.057,3016.688,0.021,0.837,,4.252,0.186,0.966,0.281,0.348,1.695
0.049,0.059,0.046,0.323,1045.2,0.483,0.111,0.02,0.133,13.819,0.49,0.074,,0.773,0.414,1.427,0.001,0.986,0.084
7.492,0.858,0.029,0.017,897.7,0.654,0.189,0.517,0.893,231.254,0.002,0.099,,0.006,0.43,0.258,0.109,1.173,0.349
0.212,0.062,0.003,4.917,2575,0.286,0.018,0.13,2.833,38.695,1.472,0.292,,2.508,0.001,0.254,0.443,2.334,0.572
0.112,0.372,0.003,3.941,45.7,0.562,0.55,0,0.102,183.935,0.116,2.474,,1.901,5.808,2.555,0.107,0.114,0.452
0,0.2,0.306,0.944,1994.3,3.153,0.017,6.73,4.741,6.584,0.756,0.009,,2.437,1.81,0.747,0.079,1.953,0.37
0,0.087,0.006,2.091,217.2,2.267,2.511,0.018,2.995,1032.589,0.025,2.96,,0.025,3.872,3.154,1.129,0.246,0.346
0,0.652,0.101,4.667,492.2,2.311,3.672,0.055,0.519,681.288,0.006,0.024,,0.039,3.739,2.212,0.389,0.689,0.378
0,0.191,1.281,0.216,2527,0.093,0.868,0.051,0.564,21.468,1.076,1.708,,2.137,4.002,0.288,7.929,2.426,0.212
31.964,1.037,2.83,0.687,1038.7,1.384,2.409,1.242,0.483,17.927,0.001,1.538,,0.007,1.444,2.214,1.867,1.369,5.417
0.303,0.781,0.102,0.002,2248.8,0.481,0.001,0.292,0.941,1295.027,4.433,1.161,,1.53,0.128,0.754,0.323,1.364,0.005
22.726,2.079,2.106,1.394,1078.3,1.686,0.51,0.074,1.351,4164.421,4.751,0.027,,1.753,1.318,0.311,0.692,0.38,5.599
58.247,1.102,0.145,1.325,1075.7,2.563,0.433,0.523,0.16,52.867,0,0.45,,2.936,0.447,0.457,0.076,1.425,0.167
2.552,2.48,0.076,0.3,453,0.117,0.124,0.205,0.409,11.023,0.592,2.666,,4.036,0.171,3.899,4.786,0.965,1.076
0.446,3.117,4.2,0.161,2484.1,0.206,0.02,0.003,0.776,1.63,0.017,1.325,,0.117,0.089,0.525,0.642,3.436,4.503
0.931,1.994,0.053,0.072,27.5,0.322,1.429,1.614,0.003,136.076,1.167,0.023,,0.138,0.018,3.291,2.058,0.23,1.128
0.045,0.024,0.407,0.11,717.6,0.388,1.2,1.461,2.142,36.131,0.387,0.134,,0.088,4.739,0.082,3.352,0.659,0.003
0.078,0.425,0.616,1.249,4441.9,0.556,0.185,0.016,1.448,231.867,5.982,1.327,,0.307,1.687,1.126,0.369,3.164,0.007
0.149,0.054,0.241,0,6030.2,0.036,1.539,0.358,0.092,1041.145,3.948,0.034,,1.024,0.212,0.294,0.822,5.304,0
0.003,0.316,0.564,0.325,449.3,0.811,0.142,6.22,0.016,400.158,0.012,0.434,,1.75,3.45,0.173,0.762,0.554,0.08
0.03,3.771,1.527,0.013,3831.1,0.161,3.659,2.19,0.519,2988.549,11.79,0.332,,3.711,2.22,0.48,0.694,1.8,0
0.236,1.78,0.408,0.477,415.3,0.196,0.067,0.088,0.802,131.869,0.343,0.104,,3.99,0.297,1.793,0.037,0.81,1.01
0.188,0.151,0.848,0.182,2392.5,0.342,0.151,1.18,0.283,388.1,2.948,2.707,,0.108,2.074,0.285,3.686,1.759,1.567
54.528,0.549,0.776,0,3921.2,0.004,0.298,0.01,0.349,5.853,5.807,0.041,,3.579,0.054,0.051,0.786,2.694,0.062
0.03,0.465,1.366,0.147,118,2.724,1.509,0.219,0.081,2263.087,0.809,0.729,,0.206,0.064,0.12,3.571,0.024,0.187
0.011,0.352,5.842,1.049,485.5,0.238,0.445,0.478,2.328,9.218,0.011,2.205,,0.12,0.033,0.111,0.79,0.602,0.112
0.056,0.814,0.65,0.67,854.3,0.016,4.941,0.592,2.54,19.562,0.002,0.086,,0.752,0.05,0.071,0.075,1.115,1.802
4.741,0.328,1.125,0.231,455.6,2.974,3.065,0.163,0.498,1853.697,0.011,0.448,,0.003,1.478,0.562,0.046,0.564,0.175
0.004,2.768,0.044,0.422,634.9,0.056,0.057,4.058,1.264,217.68,4.653,0.271,,3.063,0.031,0.174,0.046,0.118,1.409
0.097,0.85,0.001,0.522,1714.8,3.171,0.247,0.688,1.739,683.852,3.877,0.268,,0.12,0.109,0.07,0.298,0.971,0.62
35.242,3.02,1.129,0.041,834.4,1.36,0.379,1.651,0.329,82.3,0.486,0.002,,2.162,0.119,0.01,0.06,1.538,0.123
24.148,0.09,6.079,1.121,3293.8,0,0.094,0.969,0.835,4247.833,1.841,0.48,,1.383,0.919,0.733,0.812,3,0.045
0.044,3.189,0.005,8.325,420.4,0.222,2.987,2.097,2.214,350.435,0.95,4.364,,1.363,0.741,0.855,1.42,1.017,0.71
0.727,0.035,2.244,1.56,1706,3.574,0.66,0.377,0.004,9544.141,1.761,0.194,,0.02,1.401,0.023,3.981,1.329,0.461
1.512,0.459,0.128,0.161,574.5,0.097,1.095,2.438,0.714,1969.366,0.007,4.533,,0.778,0.217,0.832,0.003,0.725,1.473
0.02,0,0.188,0.406,1913,2.139,0.277,0.984,1.603,2933.341,1.509,0.139,,0.195,0.426,0.285,1.087,1.608,0.255
0.001,0.016,0.115,0.98,2014.6,5.185,4.045,3.746,0.119,629.924,1.331,0.466,,0.902,7.776,0.637,1.245,1.768,0.529
0.035,0.136,3.117,0.488,2067.2,1.057,0.185,0.285,0.074,1395.473,0.923,0.004,,0.5,0.823,0.011,3.909,1.967,0.591
0.005,0.084,1.05,2.091,219.2,0.05,0,0.203,5.352,1354.847,0.027,0.787,,0.09,1.65,0.007,2.92,0.246,0.452
19.371,0.021,0.247,1.874,1020,3.5,0.716,0.634,1.094,1070.489,1.051,0.445,,0.078,1.358,0.399,1.885,0.795,0.514
19.183,0.033,0.004,0.029,12.1,3.064,0.153,0.034,2.077,1344.522,0.065,2.309,,0.08,0.09,0.187,0.223,0.003,0.816
0,3.967,0.447,0.102,61.7,0.052,0.869,1.054,1.214,1210.776,2.282,1.078,,6.368,4.058,4.151,0.257,0.477,1.531
1.072,0.107,0.01,0.377,241.2,0.631,1.581,0.427,3.972,324.973,0.023,4.017,,0.093,0.688,2.104,2.271,0.277,0.559
4.345,2.758,3.882,1.505,1448,0.012,0.234,0.237,1.952,1791.501,6.335,0.125,,0.358,1.748,0,0.629,0.513,3.367
0.131,1.994,1.727,1.519,1705.4,0.059,0.575,4.787,0.707,20.481,0.004,0.036,,2.554,0.682,4.382,0.359,2.323,1.844
1.83,3.378,0.319,1.218,1995.3,0.035,0.017,2.874,3.83,804.799,8.165,2.724,,0.425,1.063,0.269,2.603,0.751,8.042
0.084,0.834,2.026,1.049,871.3,1.184,0.081,0.017,0.982,973.055,0.001,1.043,,5.011,0.056,0.137,0.78,1.139,0.168
0.269,0.016,0.878,0.005,1377.8,2.386,6.28,1.037,0.173,4379.808,1.337,0.223,,0.534,1.866,1.364,6.331,1.094,2.384
0.186,7.101,2.375,0.008,5084.1,0.268,4.077,0.773,1.124,762.647,0.094,0.031,,1.156,0.063,0.077,1.809,7.205,0.773
0.004,0.004,0.591,0.019,85.6,1.707,6.257,1.631,6.508,1246.824,0.043,0.003,,0.003,0.06,0.054,1.088,0.08,0.483
0.001,0.552,0.155,0.52,880.1,1.889,0.306,0.004,0.748,1047.888,0.036,0.744,,1.887,0.274,0.15,0.007,1.065,0.319
2.412,1.247,0.012,0.195,2483.6,2.334,0,0.433,0.804,33.41,0.188,0.066,,0.003,0.061,0.621,0.82,2.899,0.01
0.001,0.701,1.242,0.311,1907.2,0.014,3.174,0.022,1.304,48.471,3.839,0.125,,0.336,0.693,0.005,0.024,1.145,5.78
0.152,0.073,0.127,0.151,1913.3,0.038,0.361,0.02,0.736,63.301,2.153,0.071,,0.066,1.467,0.152,0.127,1.45,5.746
1.886,5.743,0.282,0.733,4199,0.061,0.202,0.617,3.018,1353.401,0.066,0.296,,0.247,0.159,0.491,0.505,5.922,0.267
14.71,1.293,0,0.145,206.3,0.093,1.628,1.228,0.955,0.205,0.341,1.512,,0.123,0.272,0.574,1.987,0.463,0.197
0.005,0.08,0.02,0.382,2977.3,0.336,0.039,0.563,0.116,8.818,1.67,0.07,,2.461,0.053,9.995,0.262,2.709,0.007
0,6.789,0.051,0.837,42.7,6.355,0.295,1.774,0.021,1462.278,6.003,0.471,,0.012,0.32,0.133,0.324,0.173,0.011
0.036,3.576,0.033,1.7,117.7,0.205,0.025,1.221,0.308,69.372,1.792,0.825,,0.234,2.321,0.048,0.604,0.568,1.896
0.218,2.408,0.064,1.151,652.4,0.136,0.663,1.654,0.161,496.848,4.283,1.429,,0.056,0.07,2.566,1.219,0.144,0.045
0.209,0.125,0.012,1.138,428.8,2.326,0.214,0.485,0.113,16.221,0.795,0.108,,0.239,2.121,0.059,0.008,0.268,0.006
6.509,2.867,0.122,0.032,492.4,0,1.325,2.1,2.584,1731.07,4.402,0.364,,0.004,0.001,0.746,1.032,0.062,0.653
0.045,0.532,0.749,2.216,631.3,0.006,1.069,0.583,0.068,69.674,0.006,1.573,,4.837,0.046,3.823,1.575,0.805,3.02
0.811,0.379,2.684,0.172,504.1,0.112,1.161,0.003,1.294,3763.113,0.01,0.007,,0.433,1.897,1.147,0.592,0.629,1.573
0,1.903,0.26,0.13,1654.7,9.927,7.874,2.427,1.507,4130.115,0.003,0.758,,0.15,0.894,0.023,0.142,2.246,0.297
1.352,0.001,0.224,0.378,4357.5,0.065,1.43,0.564,2.132,113.37,3.538,0.19,,1.152,2.705,0,2.211,3.635,0.004
